Dates,MXEU Index_Last,MXEU Index_Open,MXEU Index_High,MXEU Index_Low,MXEU Index_Volume
2008-12-17,69.23,70.21,70.33,68.53,3095828736
2008-12-18,69.14,69.16,69.58,68.54,2873293824
2008-12-19,68.82,68.71,69.43,67.71,4575916544
2008-12-22,67.72,68.47,68.58,67.45,2358534656
2008-12-23,67.6,67.71,68.59,67.55,1601427840
2008-12-24,67.33,67.62,67.69,67.18,232741616
2008-12-25,67.33,67.33,67.33,67.33,232741616
2008-12-26,67.2,67.2,67.2,67.2,232741616
2008-12-29,67.72,67.24,68.05,67.24,1190332288
2008-12-30,68.91,68.29,68.96,68.25,1326716160
2008-12-31,69.43,69.29,69.77,69.28,351697920
2009-01-01,69.43,69.43,69.43,69.43,351697920
2009-01-02,71.61,70.01,71.64,69.98,1314026880
2009-01-05,73.07,71.91,73.33,71.91,2266928896
2009-01-06,74.54,73.5,75,73.35,2412432128
2009-01-07,73.59,74.34,74.39,73.15,2767365120
2009-01-08,73.08,72.85,73.33,72.12,2601646592
2009-01-09,72.7,73.37,73.86,72.2,2552230400
2009-01-12,71.53,72.53,72.66,71.47,1991631360
2009-01-13,70.56,71.09,71.09,69.5,2805791488
2009-01-14,67.45,70.79,70.81,66.86,3342394624
2009-01-15,66.85,67.59,67.96,66.23,3292323328
2009-01-16,67.48,67.4,69.07,67.25,3336321792
2009-01-19,66.36,67.51,68.62,65.5,3656894720
2009-01-20,64.98,66.12,66.76,64.7,4068900096
2009-01-21,64.54,64.6,65.38,63.38,4929847296
2009-01-22,63.92,64.98,65.95,63.8,3802203392
2009-01-23,63.85,63.97,64.14,62.24,3477308672
2009-01-26,65.82,63.56,66.01,63.4,3584290048
2009-01-27,65.91,66.04,66.12,64.95,3113246208
2009-01-28,67.99,66.07,68.22,66.07,3981287424
2009-01-29,66.78,67.77,67.77,66.17,3206686208
2009-01-30,66.91,66.89,67.51,66.26,3510541568
2009-02-02,65.2,66.54,66.54,64.58,2510294272
2009-02-03,66.42,65.31,66.49,64.63,3002653696
2009-02-04,68.1,66.58,68.45,66.31,3224881664
2009-02-05,68.01,66.96,68.06,66.57,3083129088
2009-02-06,69.44,68.45,69.7,68.19,3552440832
2009-02-09,69.71,69.24,69.97,68.79,2998686208
2009-02-10,67.76,69.69,69.69,67.75,3079845888
2009-02-11,67.54,67.41,67.67,66.83,2750645760
2009-02-12,66.68,67.16,67.16,65.94,3199098880
2009-02-13,66.92,66.99,68.22,66.72,3052070656
2009-02-16,66,66.83,66.89,66,1915844608
2009-02-17,64.38,65.92,65.92,63.98,3223221504
2009-02-18,64.16,64.48,64.72,63.18,3591854592
2009-02-19,64.18,64.4,64.86,63.95,3191468544
2009-02-20,61.92,63.92,63.92,61.77,3777617152
2009-02-23,61.32,61.73,62.9,61.19,2872315392
2009-02-24,60.47,60.93,61.04,59.88,3257119232
2009-02-25,60.27,61.02,61.57,59.68,3207819520
2009-02-26,61.59,60.56,62.01,60.51,4564914176
2009-02-27,60.44,61.23,61.23,59.33,4013977344
2009-03-02,57.38,60.26,60.26,57.34,3428075008
2009-03-03,56.3,57.48,58.05,56.25,4339544576
2009-03-04,58.5,56.73,58.5,56.73,3443702784
2009-03-05,56.39,58.41,58.41,56.36,3564684800
2009-03-06,55.71,56.39,56.86,55.54,3972679680
2009-03-09,55.2,55.72,55.72,54.29,3770846720
2009-03-10,58.03,55.19,58.12,54.98,4086187008
2009-03-11,58.12,57.98,59.07,57.23,4080811264
2009-03-12,58.5,58.01,58.64,56.78,3652684032
2009-03-13,58.92,59.08,60.1,58.67,3497012480
2009-03-16,60.52,59.27,60.55,59.27,2966433280
2009-03-17,60.12,60.29,60.41,59.29,3002941952
2009-03-18,59.64,60.22,60.86,58.96,3327885312
2009-03-19,60,59.63,61.26,59.63,5272089600
2009-03-20,60.25,59.84,60.39,59.22,5442309632
2009-03-23,62.07,60.58,62.15,60.58,3785670400
2009-03-24,62.22,62.45,63.01,61.66,4011055872
2009-03-25,62.47,62.1,62.87,61.51,3473790976
2009-03-26,62.58,62.46,62.76,61.89,3481908224
2009-03-27,61.93,62.48,62.72,61.67,3270917888
2009-03-30,59.54,61.61,61.61,59.51,3140072960
2009-03-31,61.66,59.71,61.67,59.71,3439784960
2009-04-01,62.6,61.68,62.68,60.58,3573063680
2009-04-02,65.73,63.01,65.79,63.01,4762229248
2009-04-03,64.97,65.57,66.11,64.71,4223034368
2009-04-06,64.56,65.17,66.16,64.07,3746465792
2009-04-07,64,64.56,65.01,63.53,3371000576
2009-04-08,64.18,63.75,64.42,62.94,3376813056
2009-04-09,65.56,64.37,65.63,64.08,3596445952
2009-04-10,65.56,65.56,65.56,65.56,3596445952
2009-04-13,65.6,65.6,65.6,65.6,31900
2009-04-14,66.57,65.78,67.05,65.72,4265766912
2009-04-15,66.41,66.33,66.85,65.78,3849738240
2009-04-16,67.59,66.53,67.71,66.36,3884393216
2009-04-17,68.66,67.71,68.76,67.56,4257450496
2009-04-20,66.24,68.56,68.67,65.99,3582029056
2009-04-21,66.34,66.12,66.78,64.77,4299990016
2009-04-22,67.1,66.45,67.1,65.47,4081717504
2009-04-23,66.81,66.84,67.57,66.42,3892202240
2009-04-24,68.37,66.76,68.37,66.76,3734401536
2009-04-27,68.62,67.95,68.74,67.11,3378663424
2009-04-28,67.58,68.33,68.33,66.82,3123389696
2009-04-29,68.89,67.62,68.97,67.6,3509051136
2009-04-30,69.91,69.02,70.56,69.02,4147612672
2009-05-01,69.98,69.83,70.04,69.65,658584576
2009-05-04,71.1,70.08,71.14,70.08,1930586240
2009-05-05,71.57,71.23,72.19,71.23,4283374848
2009-05-06,72.57,71.5,73.08,71.38,4306693120
2009-05-07,71.98,72.91,74.25,71.76,5398650368
2009-05-08,73.12,72.21,73.48,72.21,3844692224
2009-05-11,72.1,73.11,73.14,71.61,3433140224
2009-05-12,71.97,71.91,72.71,71.52,3547516160
2009-05-13,70.13,71.96,72.31,70.07,4318318592
2009-05-14,70.43,70.05,70.55,69.34,3587892224
2009-05-15,70.83,70.66,71.2,70.14,3466951936
2009-05-18,72.57,70.61,72.57,69.84,2950039040
2009-05-19,73.57,72.77,73.98,72.77,3861835264
2009-05-20,73.9,73.42,74.19,73.23,3315615744
2009-05-21,72.44,73.83,73.83,72.24,2623904000
2009-05-22,72.24,72.39,72.84,71.75,2595669248
2009-05-25,72.37,72.31,72.52,71.58,877121344
2009-05-26,72.95,72.29,73.05,71.07,2893445632
2009-05-27,73.44,73.18,73.62,72.94,2663844864
2009-05-28,72.62,73.07,73.07,71.99,2650421248
2009-05-29,72.72,72.91,73.6,72.72,3670689280
2009-06-01,74.88,73.2,74.96,73.2,2358373376
2009-06-02,74.82,74.78,75.04,74.27,3326850048
2009-06-03,73.27,74.95,74.95,73.05,3111754496
2009-06-04,73.12,73.16,73.9,72.83,2761455360
2009-06-05,73.57,72.98,74.39,72.98,3062842368
2009-06-08,73.07,73.41,73.41,72.35,2905048832
2009-06-09,73.41,73.32,73.91,73.07,2630742528
2009-06-10,74.29,74.22,75.11,74.12,2955330560
2009-06-11,74.97,74.22,75.11,74.11,2654290688
2009-06-12,74.77,74.97,75.14,74.43,2522381824
2009-06-15,72.89,74.66,74.66,72.82,2574193920
2009-06-16,72.81,72.89,73.52,72.57,2947257344
2009-06-17,71.39,72.73,72.73,70.97,3506824192
2009-06-18,71.76,71.55,71.94,70.81,3487217152
2009-06-19,72.7,71.87,73,71.79,4974876160
2009-06-22,70.67,72.81,72.81,70.64,2947825920
2009-06-23,70.32,70.41,70.96,70.1,3013985536
2009-06-24,71.97,70.65,72.12,70.36,2946245632
2009-06-25,71.37,71.88,71.93,70.4,2945893120
2009-06-26,71.28,71.52,72.25,70.94,2743637248
2009-06-29,72.54,71.24,72.64,71.22,2542642432
2009-06-30,71.77,72.75,72.93,71.49,2923134976
2009-07-01,73.04,71.8,73.26,71.8,2923251456
2009-07-02,71.16,72.93,72.93,71.16,3033597696
2009-07-03,71.14,71.26,71.44,70.74,1961326080
2009-07-06,70.32,70.84,70.84,69.75,2448766720
2009-07-07,69.79,70.42,70.94,69.77,2322436352
2009-07-08,69.04,69.73,69.75,68.9,2706786304
2009-07-09,69.53,69.15,70.07,69.15,2511251456
2009-07-10,68.79,69.54,69.57,68.75,2264388096
2009-07-13,70.02,68.58,70.1,68.08,2256515072
2009-07-14,70.95,70.28,71.2,70.26,2441327872
2009-07-15,72.89,71.1,72.89,71.1,2730606080
2009-07-16,73.17,72.82,73.57,72.58,2863622144
2009-07-17,73.45,73.18,73.75,73.07,3072588288
2009-07-20,74.32,73.67,74.67,73.67,2364511232
2009-07-21,74.94,74.42,75.38,74.32,2777185280
2009-07-22,75.16,74.88,75.17,74.29,2582769920
2009-07-23,76.62,75.29,76.71,75.01,2983574784
2009-07-24,76.58,76.61,77.22,76.25,2969827072
2009-07-27,76.94,76.81,77.26,76.41,2536210176
2009-07-28,76.24,77,77.5,76.11,2873326848
2009-07-29,76.89,76.12,77.28,76,2536814592
2009-07-30,78.56,77.12,78.83,77.12,3175696128
2009-07-31,78.37,78.47,78.88,78.04,3139615488
2009-08-03,79.58,78.54,79.98,78.41,3090757376
2009-08-04,79.34,79.66,79.66,78.73,2854067968
2009-08-05,78.95,79.36,79.99,78.7,3629650176
2009-08-06,79.29,79.12,79.96,78.96,3624791040
2009-08-07,80.28,79.14,80.46,78.31,3633658368
2009-08-10,79.86,80.22,80.22,79.53,2121481984
2009-08-11,78.76,79.81,80.16,78.59,2719793920
2009-08-12,79.58,78.71,79.67,78.14,2565475584
2009-08-13,80.17,79.64,80.8,79.63,2939781376
2009-08-14,79.53,80.2,80.68,79.23,2305849856
2009-08-17,77.98,79.31,79.31,77.56,2369755904
2009-08-18,79.03,78.19,79.05,78.19,2056336512
2009-08-19,78.79,78.8,79,77.88,2060115072
2009-08-20,79.89,79.13,80.12,79.13,2362276096
2009-08-21,81.73,79.78,81.86,79.64,3454067200
2009-08-24,82.37,81.77,82.64,81.77,2647280384
2009-08-25,82.73,82.15,82.94,81.8,2827225344
2009-08-26,82.26,82.61,82.96,81.97,2848559872
2009-08-27,81.84,82.15,82.5,81.49,2645897472
2009-08-28,82.61,81.98,83.28,81.98,2894241280
2009-08-31,82.11,82.51,82.51,81.92,1261046912
2009-09-01,80.6,82.2,82.63,80.59,3153339392
2009-09-02,80.27,80.56,80.56,79.54,3412305920
2009-09-03,80.26,80.35,80.91,80.04,2843070976
2009-09-04,81.33,80.22,81.46,80.2,2536974336
2009-09-07,82.48,81.38,82.61,81.38,1976710912
2009-09-08,82.72,82.55,83.06,82.4,2878579200
2009-09-09,83.49,82.56,83.52,82.28,2726469632
2009-09-10,83.6,83.63,84.02,82.88,3255512832
2009-09-11,84.02,83.69,84.34,83.69,2927154688
2009-09-14,83.76,83.76,83.8,82.73,2191283968
2009-09-15,83.89,83.88,84.19,83.49,2753049344
2009-09-16,85.08,83.88,85.22,83.88,3064938240
2009-09-17,85.51,85.17,85.72,85.1,3130935040
2009-09-18,85.14,85.17,85.58,84.92,4578142208
2009-09-21,84.47,85.04,85.04,84.01,2753613568
2009-09-22,84.91,84.61,85.42,84.61,2586596352
2009-09-23,85.07,84.91,85.51,84.81,2874111744
2009-09-24,83.44,84.96,85.07,83.37,3444879104
2009-09-25,83.09,83.36,83.69,83,2847023360
2009-09-28,84.57,83.04,84.62,82.4,2746371584
2009-09-29,84.69,84.67,85.17,84.21,2613935872
2009-09-30,84.28,84.85,85.31,83.58,3339993088
2009-10-01,82.94,84.36,84.88,82.89,2946882560
2009-10-02,81.39,82.71,82.71,81.02,3520385024
2009-10-05,82.07,81.51,82.13,81.23,2608609280
2009-10-06,83.83,82.28,83.91,82.28,3008894976
2009-10-07,83.51,83.78,84.13,83.37,2599584256
2009-10-08,84.58,83.87,84.66,83.87,2937534208
2009-10-09,84.33,84.41,84.84,83.98,2514397696
2009-10-12,84.89,84.2,85.36,84.19,2349827072
2009-10-13,84.07,84.88,85.01,83.92,2809095424
2009-10-14,85.83,84.52,85.94,84.52,3287067392
2009-10-15,85.93,86.06,86.53,85.73,3132365568
2009-10-16,85.35,86.04,86.7,85.12,3430177024
2009-10-19,86.69,85.24,86.73,85.22,2365677568
2009-10-20,86.29,86.72,87.03,86.07,2642597888
2009-10-21,86.67,86.32,86.88,85.36,3046157568
2009-10-22,85.66,86.28,86.28,85.03,2869518080
2009-10-23,85.19,85.8,86.8,85.17,2983757056
2009-10-26,84.16,85.2,85.74,83.94,2804524544
2009-10-27,84.36,84.27,84.89,84.01,3665905664
2009-10-28,82.72,84.35,84.35,82.71,3780510464
2009-10-29,84.17,82.63,84.24,82.24,3563678464
2009-10-30,82.48,84.15,84.64,82.31,3568375552
2009-11-02,82.75,82.35,83.1,81.8,2890707456
2009-11-03,81.81,82.15,82.15,81,3251728384
2009-11-04,83.21,82.26,83.34,82.23,2664822016
2009-11-05,83.7,82.82,84.1,81.95,2902882816
2009-11-06,83.85,83.69,84.13,82.8,2643197184
2009-11-09,85.5,84.22,85.55,84.22,2338470656
2009-11-10,85.35,85.4,85.71,85.14,2698543104
2009-11-11,85.64,85.8,86.36,85.49,2785706752
2009-11-12,85.76,85.51,86.24,85.25,2728017920
2009-11-13,86.15,85.9,86.17,85.46,2400083456
2009-11-16,87.38,86.28,87.55,86.28,2591587584
2009-11-17,87.07,87.24,87.52,86.94,2407189248
2009-11-18,86.82,87.22,87.59,86.72,2716709120
2009-11-19,85.41,86.79,86.82,85.25,2531828480
2009-11-20,84.73,85.57,85.87,84.42,2910671872
2009-11-23,86.45,85.3,86.71,85.3,1927983872
2009-11-24,85.87,86.18,86.57,85.7,2677907712
2009-11-25,86.25,86.15,86.72,85.78,2743909376
2009-11-26,83.41,85.72,85.72,83.36,2927546880
2009-11-27,84.36,83.02,84.75,82.04,3584657152
2009-11-30,83.17,84.5,84.6,83.17,2987867904
2009-12-01,85.41,83.45,85.41,83.45,2915285248
2009-12-02,85.8,85.34,86.11,85.2,3009527040
2009-12-03,85.63,85.79,86.59,85.53,2977078272
2009-12-04,86.58,85.36,87.13,85.09,3086864128
2009-12-07,86.16,86.17,86.4,85.47,2116374400
2009-12-08,84.81,85.97,86.31,84.41,2727977472
2009-12-09,83.94,84.61,85.05,83.64,2919771648
2009-12-10,84.81,84,85.02,83.93,2575291904
2009-12-11,85.23,84.92,85.78,84.92,2470507776
2009-12-14,85.92,85.94,86.1,85.62,2317500672
2009-12-15,85.96,86.06,86.24,85.24,2161188608
2009-12-16,87.06,86.03,87.06,86.03,2361411328
2009-12-17,85.93,86.95,86.95,85.85,2861778176
2009-12-18,85.58,85.98,86.82,85.54,4991129088
2009-12-21,86.79,85.7,86.97,85.7,2182208512
2009-12-22,87.36,86.83,87.67,86.83,1811817344
2009-12-23,87.62,87.46,87.99,87.33,1502315648
2009-12-24,87.63,87.61,87.7,87.56,274139168
2009-12-25,87.63,87.63,87.63,87.63,274139168
2009-12-28,88.07,87.8,88.09,87.8,652317184
2009-12-29,88.37,88.36,88.55,88.17,1335880448
2009-12-30,88.01,88.32,88.4,87.67,1278616960
2009-12-31,88.28,88.11,88.32,88.04,242633616
2010-01-01,88.28,88.28,88.28,88.28,242633616
2010-01-04,89.57,88.38,89.61,88.38,2109015808
2010-01-05,89.54,89.44,89.75,89.16,2854532096
2010-01-06,89.63,89.68,89.87,89.3,2014206976
2010-01-07,89.63,89.32,89.89,88.9,2860661248
2010-01-08,90,89.96,90.22,89.45,2814086656
2010-01-11,89.9,90.1,90.79,89.83,2524936448
2010-01-12,89.06,89.87,90.03,88.71,2608946944
2010-01-13,89.24,89.09,89.41,88.86,2328506368
2010-01-14,89.89,89.44,90.04,89.4,2565933056
2010-01-15,89.04,90.15,90.55,88.93,3759046656
2010-01-18,89.66,89.15,89.72,89.15,1983193728
2010-01-19,90.39,89.75,90.57,88.83,2957958656
2010-01-20,88.99,90.39,90.46,88.79,3189002240
2010-01-21,87.74,89.02,89.52,87.65,3546237440
2010-01-22,86.77,87.66,87.69,86.05,4305997312
2010-01-25,86.17,86.71,87.06,86.13,3017538816
2010-01-26,86.59,86.3,86.59,85.34,3051941632
2010-01-27,85.83,86.55,86.55,85.32,3208439296
2010-01-28,84.86,86,87.02,84.81,3805336576
2010-01-29,85.7,84.91,86.24,84.91,3532032256
2010-02-01,86.21,85.52,86.28,84.98,2650189568
2010-02-02,87,86.22,87.09,85.75,3646274048
2010-02-03,86.51,87.08,87.36,86.3,3370231808
2010-02-04,84.19,86.55,86.76,84.05,4591411712
2010-02-05,82.4,84.2,84.21,82.25,5517514752
2010-02-08,82.95,82.3,83.2,81.72,3766918400
2010-02-09,83.05,82.88,83.52,82.54,3623845120
2010-02-10,83.63,83.12,84.36,83.12,3529418752
2010-02-11,83.93,83.54,84.46,83.07,3816372224
2010-02-12,83.69,84.15,84.93,83.25,3172366848
2010-02-15,84.02,83.74,84.45,83.74,1791027072
2010-02-16,84.88,84.08,84.94,83.89,2645703936
2010-02-17,85.99,85.02,86.32,85.02,3011367168
2010-02-18,86.51,86.05,86.64,85.76,2666656256
2010-02-19,86.92,86.32,86.97,85.63,3321610240
2010-02-22,86.68,86.77,87.11,86.51,2328377344
2010-02-23,85.65,86.65,87.21,85.51,2852646656
2010-02-24,85.87,85.72,86.07,85.25,2745584128
2010-02-25,84.5,85.89,86.14,84.36,3928876032
2010-02-26,85.37,84.41,85.43,84.4,3594961664
2010-03-01,86.36,85.28,86.4,85.11,2971760128
2010-03-02,87.04,86.17,87.09,86.11,2696829184
2010-03-03,87.73,87.04,87.81,86.62,2796229120
2010-03-04,87.85,87.72,88.16,87.16,2868052736
2010-03-05,89.26,87.87,89.33,87.87,2803227904
2010-03-08,89.2,89.25,89.55,89.07,2078819840
2010-03-09,89.15,89.13,89.33,88.51,2451639552
2010-03-10,89.67,89.04,89.75,88.86,2580947968
2010-03-11,89.45,89.71,89.83,89.11,2361029120
2010-03-12,89.7,89.41,90.13,89.41,2756986368
2010-03-15,89.1,89.71,89.71,89.05,2045388032
2010-03-16,89.92,89.05,90.13,89.05,2285198848
2010-03-17,90.73,89.95,90.9,89.95,2756118784
2010-03-18,90.68,90.84,90.97,90.45,2515171072
2010-03-19,90.34,90.61,91.25,90.07,5420206592
2010-03-22,90.29,90.23,90.3,89.19,2431601152
2010-03-23,90.88,90.3,91.04,90.3,2620773632
2010-03-24,90.98,90.98,91.34,90.28,2860057088
2010-03-25,91.86,91.05,91.93,91.02,2661907968
2010-03-26,91.43,91.73,91.73,91.24,2497598976
2010-03-29,91.53,91.39,91.89,91.15,2213884672
2010-03-30,91.53,91.55,92.08,91.42,2386987008
2010-03-31,91.43,91.44,91.89,90.87,2812701952
2010-04-01,92.8,91.62,92.82,91.62,2258120192
2010-04-02,92.8,92.8,92.8,92.8,2258120192
2010-04-05,92.79,92.79,92.79,92.79,2258120192
2010-04-06,93.37,92.82,93.48,92.78,2442381312
2010-04-07,93.1,93.5,93.5,92.95,2425280512
2010-04-08,92.29,93.09,93.09,91.84,2557483776
2010-04-09,93.5,92.34,93.51,92.32,2447506432
2010-04-12,93.38,93.17,93.71,93.11,2163178496
2010-04-13,93.18,93.4,93.5,92.84,2686088960
2010-04-14,93.79,93.09,94.01,93.05,2651680000
2010-04-15,94.38,93.88,94.54,93.57,2877239552
2010-04-16,92.91,94.29,94.53,92.67,4138758656
2010-04-19,92.32,92.67,92.71,91.78,2813303296
2010-04-20,93.57,92.33,93.71,92.32,3139186944
2010-04-21,93.02,93.71,93.95,92.99,3130437376
2010-04-22,91.99,93.12,93.59,91.61,3724269824
2010-04-23,92.7,92.1,93.03,91.91,3212364032
2010-04-26,93.61,92.87,94.03,92.87,2916385792
2010-04-27,90.69,93.43,93.45,90.69,4176594688
2010-04-28,89.6,90.77,90.8,88.9,5805123072
2010-04-29,90.77,89.48,91.02,89.47,4158573824
2010-04-30,90.16,90.91,91.42,89.64,4202944768
2010-05-03,90.37,90.18,90.52,89.59,1496759808
2010-05-04,87.73,90.36,90.56,87.59,5286968832
2010-05-05,86.91,87.93,88.21,86.34,6033169408
2010-05-06,85.63,87.02,87.62,85.28,6255858176
2010-05-07,82.32,85.08,85.1,81.42,7810479104
2010-05-10,88.13,81.89,88.13,81.84,7473245696
2010-05-11,87.72,88.14,88.2,86.21,4958592512
2010-05-12,88.94,87.92,89.36,87.21,4747687936
2010-05-13,89.16,89.06,89.68,88.68,3301549056
2010-05-14,86.12,89.02,89.03,85.9,5168429056
2010-05-17,86.04,86.09,87.11,85.5,4415109632
2010-05-18,87.16,86.03,87.62,86.01,4038435328
2010-05-19,84.57,87.29,87.39,84.55,5190801408
2010-05-20,82.75,84.48,85.45,81.43,5090092032
2010-05-21,82.31,82.24,82.67,80.29,5755272192
2010-05-24,82.6,82.82,83.21,81.79,2575520768
2010-05-25,80.61,82.67,82.71,79.78,5566603264
2010-05-26,82.52,80.61,83.34,80.56,5398690816
2010-05-27,84.96,82.51,84.96,82.41,4761207296
2010-05-28,84.69,85.01,85.46,84.55,3934259200
2010-05-31,85.04,84.86,85.14,84.69,1143684352
2010-06-01,85.16,85.06,85.4,83.27,3993570816
2010-06-02,85.17,85.39,85.42,83.91,3370752512
2010-06-03,86.38,85.25,87.06,85.25,3482159616
2010-06-04,84.87,86.5,87.25,84.7,4040404992
2010-06-07,84.25,84.91,85.02,83.47,3248390144
2010-06-08,83.33,84.17,84.57,82.63,3977127936
2010-06-09,84.87,83.46,84.95,83.18,3498015744
2010-06-10,86.18,84.86,86.38,84.07,3985693184
2010-06-11,86.53,86.3,86.95,85.7,4012123648
2010-06-14,87.56,86.95,87.6,86.95,3126589952
2010-06-15,88.16,87.6,88.38,86.92,3501499648
2010-06-16,88.26,88.1,88.63,87.58,3838027264
2010-06-17,88.41,88.08,88.9,87.83,3430746368
2010-06-18,88.59,88.41,89.03,88.2,5016728576
2010-06-21,89.55,88.65,90.06,88.65,2488059392
2010-06-22,89.1,89.58,89.6,88.32,3050009600
2010-06-23,88.24,89.21,89.31,87.95,2796296960
2010-06-24,86.62,88.41,88.63,86.45,3185361408
2010-06-25,86.11,86.58,87.01,85.86,3272068608
2010-06-28,87.18,86.01,87.26,85.84,2642886400
2010-06-29,84.57,87.38,87.41,84.44,3330577152
2010-06-30,84.4,84.4,85.15,83.93,3890500608
2010-07-01,82.28,84.46,84.49,81.92,3986712320
2010-07-02,82.25,82.32,83.33,82.22,2964410112
2010-07-05,82.03,82.44,82.76,81.99,1731736448
2010-07-06,84.13,82.1,84.49,82.04,2863769088
2010-07-07,85.26,84.07,85.37,82.85,3381498880
2010-07-08,86.15,85.53,86.42,85.53,3343960576
2010-07-09,86.68,86.36,86.87,86.26,2552088832
2010-07-12,87.06,86.55,87.48,86.36,1969945600
2010-07-13,88.74,87.06,88.81,87.06,2663273984
2010-07-14,88.73,88.77,89.08,87.91,2446327808
2010-07-15,87.72,88.76,89.04,87.37,2730438144
2010-07-16,86.03,87.75,88.19,85.86,3146509824
2010-07-19,85.38,85.95,86.4,85.15,2379340800
2010-07-20,85.46,85.64,86.01,84.43,2990832384
2010-07-21,86.43,85.77,87.23,85.77,3058648320
2010-07-22,88.22,86.54,88.34,86.08,3164228096
2010-07-23,88.74,88.37,88.75,87.93,2468131072
2010-07-26,89.13,88.52,89.13,88.26,2528293376
2010-07-27,89.48,89.15,90.08,89.15,4308314624
2010-07-28,89.16,89.59,90.03,88.95,3174282496
2010-07-29,88.82,89.17,89.98,88.79,2597204224
2010-07-30,88.5,88.76,89.28,87.79,2733237248
2010-08-02,90.86,88.57,90.92,88.54,2704814336
2010-08-03,90.87,90.78,90.87,90.22,2495194624
2010-08-04,90.9,90.82,91.2,89.83,3078126592
2010-08-05,90.63,90.86,91.43,90.49,2719389952
2010-08-06,89.66,90.64,91.31,89.29,2860380672
2010-08-09,90.91,90.12,91.01,90.12,1660287872
2010-08-10,90.13,90.77,90.79,89.59,2182033408
2010-08-11,88.32,90.3,90.35,88.28,2631104000
2010-08-12,88.46,88.4,88.79,87.79,2783262976
2010-08-13,88.67,88.39,89.16,87.81,2398074112
2010-08-16,88.69,88.76,89.15,87.91,1771235456
2010-08-17,89.67,88.68,89.67,88.66,2023920384
2010-08-18,89.34,89.64,89.68,88.83,1925199872
